Title,Author,Real Price,Sale Price,IsOnSale,Category,Retrieved At,Discount (%)
Седумте,,450.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Болеста како метафора / Сидата и нејзините метафори,,300.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Пандемија: Ковид-19 го тресе светот,,250.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
ШТО КАЖУВА СЕКОЕ ТЕЛО,,400.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Невролошки терапевтски прирачник,,390.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Најдоброто од македонската кујна,,1200.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Аутизам: Да се биде професионален родител,,500.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Голем готвач за бебиња и мали децa,,1990.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Водич за долговечност,,500.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Dave’s kitchen: гответе насмеани,,790.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Прирачник за диета со елиминација,,480.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Природно убави со Биодевојка,,500.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Македонска традиционална медицина,,500.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Антиканцер: Нов начин на живот,,500.0,0.0,False,Здравје и исхрана,2025-05-02,0.0
Дневникот на непознатите, Далибор Трајков,370.0,0.0,False,Трилери,2025-05-02,0.0
Сите нејзини демони, Оља Петрушевска – Томева,390.0,0.0,False,Трилери,2025-05-02,0.0
Мимики, Себастијан Фицек,550.0,0.0,False,Трилери,2025-05-02,0.0
Девојката со свеќа, Себастијан Фицек,550.0,0.0,False,Трилери,2025-05-02,0.0
Твој Толак, Торе Ренберг,370.0,0.0,False,Трилери,2025-05-02,0.0
Професорот, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Првата лага е добитна, Ешли Елстон,520.0,0.0,False,Трилери,2025-05-02,0.0
Тајната на куќната помошничка, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Галерија на мртвите #9, Крис Картер,550.0,0.0,False,Трилери,2025-05-02,0.0
Чуварот на крокодили, Катрине Енгберг,450.0,0.0,False,Трилери,2025-05-02,0.0
"Ме сака, не ме сака", Шерон Болтон,450.0,0.0,False,Трилери,2025-05-02,0.0
Туѓинецот на свадбата,,490.0,0.0,False,Трилери,2025-05-02,0.0
Плејлиста (Колекционер на очи #3), Себастијан Фицек,590.0,0.0,False,Трилери,2025-05-02,0.0
Тајната на монахот, Далибор Трајков,390.0,0.0,False,Трилери,2025-05-02,0.0
Добра и лоша, Алиса Фини,520.0,0.0,False,Трилери,2025-05-02,0.0
Оддел Д, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Никогаш не лажи, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Дневникот на собарката, Лорет Ен Вајт,490.0,0.0,False,Трилери,2025-05-02,0.0
Пред таа да исчезне, Лиса Гарднер,550.0,0.0,False,Трилери,2025-05-02,0.0
Ловец на очи (Колекционер на очи #2), Себастијан Фицек,590.0,0.0,False,Трилери,2025-05-02,0.0
"Погрешно место, погрешно време", Џилијан МекАлистер,520.0,0.0,False,Трилери,2025-05-02,0.0
"Камен, Лист, Ножички", Алиса Фини,520.0,0.0,False,Трилери,2025-05-02,0.0
Совршениот син, Фрида МекФаден,500.0,0.0,False,Трилери,2025-05-02,0.0
Траги од минатото, Далибор Трајков,350.0,0.0,False,Трилери,2025-05-02,0.0
ИЗЛЕЗ, Саша Богдан,350.0,249.0,True,Трилери,2025-05-02,29.0
ЈАВУВАЧОТ #8, Крис Картер,520.0,0.0,False,Трилери,2025-05-02,0.0
ЈАС СУМ СМРТ #7, Крис Картер,520.0,0.0,False,Трилери,2025-05-02,0.0
Куќната помошничка, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Надвор од контрола (амок), Себастијан Фицек,590.0,0.0,False,Трилери,2025-05-02,0.0
Заклучената врата, Фрида МекФаден,520.0,0.0,False,Трилери,2025-05-02,0.0
Подарокот, Себастијан Фицек,550.0,0.0,False,Трилери,2025-05-02,0.0
Детето, Себастијан Фицек,490.0,0.0,False,Трилери,2025-05-02,0.0
Тој и таа, Алиса Фини,550.0,0.0,False,Трилери,2025-05-02,0.0
Забранет допир, Памела Клер,450.0,0.0,False,Трилери,2025-05-02,0.0
Злотвор #6, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Сите ја сакаат Марта, Мирјана Проданова,320.0,0.0,False,Трилери,2025-05-02,0.0
Ловецот (Ретропродолжение), Крис Картер,270.0,0.0,False,Трилери,2025-05-02,0.0
Под ѓаволовиот мост, Лорет Ен Вајт,490.0,0.0,False,Трилери,2025-05-02,0.0
Куклената претстава, М.В.Крејвен,490.0,0.0,False,Трилери,2025-05-02,0.0
Аурис," Себастијан Фицек, Винсент Клиш,",450.0,0.0,False,Трилери,2025-05-02,0.0
Еден по еден #5, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Мило мое дете, Роми Хаусман,490.0,0.0,False,Трилери,2025-05-02,0.0
Еден по еден #5 (тврд повез), Крис Картер,590.0,0.0,False,Трилери,2025-05-02,0.0
Убиецот со распетието #1 (тврд повез), Крис Картер,590.0,0.0,False,Трилери,2025-05-02,0.0
Скулптор на смртта #4 (тврд повез), Крис Картер,590.0,0.0,False,Трилери,2025-05-02,0.0
Демнач во ноќта #3 (тврд повез), Крис Картер,590.0,0.0,False,Трилери,2025-05-02,0.0
Џелатот #2 (тврд повез), Крис Картер,590.0,0.0,False,Трилери,2025-05-02,0.0
Страв од летање на 7А (тврд повез), Себастијан Фицек,550.0,0.0,False,Трилери,2025-05-02,0.0
Шума на спомените – (тврд повез),,550.0,0.0,False,Трилери,2025-05-02,0.0
Тајниот говор, Том Роб Смит,490.0,0.0,False,Трилери,2025-05-02,0.0
Месечарот, Себастијан Фицек,420.0,0.0,False,Трилери,2025-05-02,0.0
Скулптор на смртта #4, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Не напуштај ме,,450.0,0.0,False,Трилери,2025-05-02,0.0
Демнач во ноќта #3, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Последниот лет,,450.0,0.0,False,Трилери,2025-05-02,0.0
"Девојчето, 11",,490.0,0.0,False,Трилери,2025-05-02,0.0
Џелатот #2, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Криптолог,,450.0,0.0,False,Трилери,2025-05-02,0.0
Некој близок,,420.0,0.0,False,Трилери,2025-05-02,0.0
На пат кон дома, Себастијан Фицек,420.0,0.0,False,Трилери,2025-05-02,0.0
Сите стравови на светот,,490.0,0.0,False,Трилери,2025-05-02,0.0
Убиј го таткото,,520.0,0.0,False,Трилери,2025-05-02,0.0
Ноќно пливање,,490.0,0.0,False,Трилери,2025-05-02,0.0
Длабоко во темнината, Лорет Ен Вајт,490.0,0.0,False,Трилери,2025-05-02,0.0
Страв од летање на 7а, Себастијан Фицек,450.0,0.0,False,Трилери,2025-05-02,0.0
Убиецот со распетието #1, Крис Картер,490.0,0.0,False,Трилери,2025-05-02,0.0
Шума на спомените,,450.0,0.0,False,Трилери,2025-05-02,0.0
Заколната на молк, Линда Кастиљо,490.0,0.0,False,Трилери,2025-05-02,0.0
Некој што вреди да умре, Питер Свансон,420.0,0.0,False,Трилери,2025-05-02,0.0
Избриши ги солзите,,450.0,0.0,False,Трилери,2025-05-02,0.0
Патник 23, Себастијан Фицек,450.0,0.0,False,Трилери,2025-05-02,0.0
Новиот сопруг,,450.0,0.0,False,Трилери,2025-05-02,0.0
Патниците, Џон Марс,450.0,0.0,False,Трилери,2025-05-02,0.0
Триптих, Карин Слотер,490.0,0.0,False,Трилери,2025-05-02,0.0
Врати ме назад, Б.А. Парис,420.0,0.0,False,Трилери,2025-05-02,0.0
Совршеното дете,,450.0,0.0,False,Трилери,2025-05-02,0.0
Трагајќи по неа, Лиса Гарднер,490.0,0.0,False,Трилери,2025-05-02,0.0
Пациентот, Себастијан Фицек,450.0,0.0,False,Трилери,2025-05-02,0.0
Жив мртовец, Шерон Болтон,450.0,0.0,False,Трилери,2025-05-02,0.0
Шепкачот,,450.0,225.0,True,Трилери,2025-05-02,50.0
Немата пациентка, Алекс Мајклидис,450.0,0.0,False,Трилери,2025-05-02,0.0
Верити, Колин Хувер,420.0,0.0,False,Трилери,2025-05-02,0.0
Пакетот, Себастијан Фицек,420.0,0.0,False,Трилери,2025-05-02,0.0
Другата жена, Сенди Џонс,440.0,0.0,False,Трилери,2025-05-02,0.0
Совршената мајка, Ејми Молој,420.0,0.0,False,Трилери,2025-05-02,0.0
Душокршачот, Себастијан Фицек,420.0,0.0,False,Трилери,2025-05-02,0.0
Нешто во водата, Кетрин Стедман,420.0,0.0,False,Трилери,2025-05-02,0.0
Понекогаш лажам, Алиса Фини,420.0,0.0,False,Трилери,2025-05-02,0.0
Фати ме, Лиса Гарднер,420.0,0.0,False,Трилери,2025-05-02,0.0
Жената на прозорецот, А.Џ. Фин,440.0,0.0,False,Трилери,2025-05-02,0.0
На раб на лудило, Б.А. Парис,400.0,0.0,False,Трилери,2025-05-02,0.0
Скриена во најмрачниот агол, Елизабет Хејнс,420.0,0.0,False,Трилери,2025-05-02,0.0
Убави девојки, Карин Слотер,440.0,0.0,False,Трилери,2025-05-02,0.0
Точка на кулминација, Памела Клер,390.0,0.0,False,Трилери,2025-05-02,0.0
Девојката пред мене, Џ.П Дилејни,440.0,0.0,False,Трилери,2025-05-02,0.0
Сушата, Џејн Харпер,420.0,0.0,False,Трилери,2025-05-02,0.0
Криј се, Лиса Гарднер,420.0,0.0,False,Трилери,2025-05-02,0.0
Вистинскиот, Џон Марс,420.0,0.0,False,Трилери,2025-05-02,0.0
Колекционер на очи, Себастијан Фицек,420.0,0.0,False,Трилери,2025-05-02,0.0
Зад затворени врати, Б.А. Парис,390.0,0.0,False,Трилери,2025-05-02,0.0
Исчезната без трага, Шеви Стивенс,420.0,0.0,False,Трилери,2025-05-02,0.0
Ејми ја нема, Џилијан Флин,440.0,0.0,False,Трилери,2025-05-02,0.0
Дете 44, Том Роб Смит,420.0,0.0,False,Трилери,2025-05-02,0.0
Големи мали лаги, Лиен Мориарти,400.0,0.0,False,Трилери,2025-05-02,0.0
Преживеј за да раскажуваш, Лиса Гарднер,420.0,0.0,False,Трилери,2025-05-02,0.0
Вистината на Питија, Ерик Аксл Сунд,420.0,0.0,False,Трилери,2025-05-02,0.0
Од минатото не се бега, Ерик Аксл Сунд,420.0,0.0,False,Трилери,2025-05-02,0.0
Девојката врана, Ерик Аксл Сунд,420.0,0.0,False,Трилери,2025-05-02,0.0
Мали црни лаги, Шерон Болтон,420.0,0.0,False,Трилери,2025-05-02,0.0
Терапија, Себастијан Фицек,380.0,0.0,False,Трилери,2025-05-02,0.0
Специјалист за љубомора и други раскази,,450.0,0.0,False,Трилери,2025-05-02,0.0
Јас те сакам повеќе, Лиса Гарднер,420.0,0.0,False,Трилери,2025-05-02,0.0
Фатални желби, Бруклин Хадсон,380.0,0.0,False,Трилери,2025-05-02,0.0
Мрачни места, Џилијан Флин,420.0,0.0,False,Трилери,2025-05-02,0.0
Алекс, Пјер Леметр,400.0,0.0,False,Трилери,2025-05-02,0.0
Во одбрана на Џејкоб, Вилијам Лендеј,420.0,0.0,False,Трилери,2025-05-02,0.0
Никогаш не се знае, Шеви Стивенс,420.0,0.0,False,Трилери,2025-05-02,0.0
Сè што правиме во мракот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Крвава месечина,,600.0,0.0,False,Трилери,2025-05-02,0.0
Анжелик,,240.0,0.0,False,Трилери,2025-05-02,0.0
Вкусот на одмаздата,,500.0,0.0,False,Трилери,2025-05-02,0.0
Патасана,,550.0,0.0,False,Трилери,2025-05-02,0.0
Слатко сонувај,,500.0,0.0,False,Трилери,2025-05-02,0.0
Девојката Смрт,,350.0,0.0,False,Трилери,2025-05-02,0.0
Подоцна,,390.0,0.0,False,Трилери,2025-05-02,0.0
Те знам,,450.0,0.0,False,Трилери,2025-05-02,0.0
На лов,,460.0,0.0,False,Трилери,2025-05-02,0.0
Станот во Париз,,490.0,0.0,False,Трилери,2025-05-02,0.0
Совпаѓање,,490.0,0.0,False,Трилери,2025-05-02,0.0
Карпа на бесилките #4 Детската куќа,,400.0,0.0,False,Трилери,2025-05-02,0.0
Азбучната куќа,,,,False,Трилери,2025-05-02,0.0
Фифти-фифти,,500.0,0.0,False,Трилери,2025-05-02,0.0
Прозорецот,,400.0,0.0,False,Трилери,2025-05-02,0.0
Селфи,,550.0,0.0,False,Трилери,2025-05-02,0.0
Тивката ноќ на Херкул Поаро,,450.0,0.0,False,Трилери,2025-05-02,0.0
Сиракот од Бергамо,,400.0,0.0,False,Трилери,2025-05-02,0.0
Менталист,,650.0,0.0,False,Трилери,2025-05-02,0.0
Остави го светот зад тебе,,390.0,0.0,False,Трилери,2025-05-02,0.0
Штама,,550.0,0.0,False,Трилери,2025-05-02,0.0
Куклата,,500.0,0.0,False,Трилери,2025-05-02,0.0
Анатомија на скандалот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Свети ереси,,500.0,0.0,False,Трилери,2025-05-02,0.0
Замрачување,,350.0,0.0,False,Трилери,2025-05-02,0.0
За ваше добро,,490.0,0.0,False,Трилери,2025-05-02,0.0
Страчки,,490.0,0.0,False,Трилери,2025-05-02,0.0
Клучот за Ребека,,450.0,0.0,False,Трилери,2025-05-02,0.0
Детето на месечевата светлина,,500.0,0.0,False,Трилери,2025-05-02,0.0
Семејни тајни,,590.0,0.0,False,Трилери,2025-05-02,0.0
Лебарки,,500.0,0.0,False,Трилери,2025-05-02,0.0
Кралството,,600.0,0.0,False,Трилери,2025-05-02,0.0
Лилјакот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Сејди,,500.0,0.0,False,Трилери,2025-05-02,0.0
Зборови,,400.0,0.0,False,Трилери,2025-05-02,0.0
Грофот Магнус и други приказни за духови,,349.0,0.0,False,Трилери,2025-05-02,0.0
Дебитант,,350.0,0.0,False,Трилери,2025-05-02,0.0
Правило против убиство,,500.0,0.0,False,Трилери,2025-05-02,0.0
Жртва 2117,,550.0,0.0,False,Трилери,2025-05-02,0.0
13 минути,,490.0,0.0,False,Трилери,2025-05-02,0.0
Сето тоа ќе ти го дадам,,650.0,0.0,False,Трилери,2025-05-02,0.0
Најсвирепиот месец,,500.0,0.0,False,Трилери,2025-05-02,0.0
Хари Потер и Редот на фениксот,Џ.К. Роулинг,1150.0,0.0,False,Трилери,2025-05-02,0.0
Силвервју,,360.0,280.0,True,Трилери,2025-05-02,22.0
Ефектот на Марко,,550.0,0.0,False,Трилери,2025-05-02,0.0
Манипулант,,550.0,0.0,False,Трилери,2025-05-02,0.0
Детето што сакаше елени,,450.0,0.0,False,Трилери,2025-05-02,0.0
Нејзиното совршено семејство,,500.0,0.0,False,Трилери,2025-05-02,0.0
ДЕВОЈКИТЕ ШТО ГОРАТ,,500.0,0.0,False,Трилери,2025-05-02,0.0
ЗАЛОЖНИЦИ,,500.0,0.0,False,Трилери,2025-05-02,0.0
Преживеаните девојки,,500.0,0.0,False,Трилери,2025-05-02,0.0
Натриум хлорид,,550.0,0.0,False,Трилери,2025-05-02,0.0
Волкот,,450.0,0.0,False,Трилери,2025-05-02,0.0
Кога лажев за последен пат,,500.0,0.0,False,Трилери,2025-05-02,0.0
Ангели и демони,,600.0,0.0,False,Трилери,2025-05-02,0.0
Succubus,,400.0,0.0,False,Трилери,2025-05-02,0.0
Паѓање,,490.0,0.0,False,Трилери,2025-05-02,0.0
Август,,450.0,0.0,False,Трилери,2025-05-02,0.0
Рудникот,,450.0,0.0,False,Трилери,2025-05-02,0.0
Прекрасен труп,,350.0,0.0,False,Трилери,2025-05-02,0.0
Убава мала сопруга,,500.0,0.0,False,Трилери,2025-05-02,0.0
Семејството на горниот кат,,490.0,0.0,False,Трилери,2025-05-02,0.0
Семејството сепак останува,,490.0,0.0,False,Трилери,2025-05-02,0.0
Ништо од ова не е вистина,,500.0,0.0,False,Трилери,2025-05-02,0.0
Сивиот човек,,500.0,0.0,False,Трилери,2025-05-02,0.0
"АВАНТУРИТЕ НА АРСЕН ЛУПЕН, КРАДЕЦОТ ЏЕНТЛМЕН",,250.0,0.0,False,Трилери,2025-05-02,0.0
Семејство,,450.0,0.0,False,Трилери,2025-05-02,0.0
Едно лето на Крит,,300.0,0.0,False,Трилери,2025-05-02,0.0
Четиринаесеттата колонија,,550.0,0.0,False,Трилери,2025-05-02,0.0
Крикот на ластовицата,,500.0,0.0,False,Трилери,2025-05-02,0.0
Заклучи ги сите врати,,400.0,0.0,False,Трилери,2025-05-02,0.0
Девет совршени туѓинци,,480.0,0.0,False,Трилери,2025-05-02,0.0
Дали ме чекаш?,,240.0,0.0,False,Трилери,2025-05-02,0.0
Клубот на убиства во четврток,,500.0,0.0,False,Трилери,2025-05-02,0.0
Одмазда,,500.0,0.0,False,Трилери,2025-05-02,0.0
Соломоновиот знак,,500.0,0.0,False,Трилери,2025-05-02,0.0
Оклопно срце,,500.0,0.0,False,Трилери,2025-05-02,0.0
Снешко,,500.0,0.0,False,Трилери,2025-05-02,0.0
Спасителот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Црвеношијка,,500.0,0.0,False,Трилери,2025-05-02,0.0
Виенски гамбит,,400.0,0.0,False,Трилери,2025-05-02,0.0
ЛОВЦИ НА ГЛАВИ,,400.0,0.0,False,Трилери,2025-05-02,0.0
Кога дрвјата шепотат,,500.0,0.0,False,Трилери,2025-05-02,0.0
Пукнатина,,350.0,0.0,False,Трилери,2025-05-02,0.0
Украдени души,,400.0,0.0,False,Трилери,2025-05-02,0.0
Ереб,,450.0,0.0,False,Трилери,2025-05-02,0.0
Барање за пријателство,,220.0,0.0,False,Трилери,2025-05-02,0.0
Деца на злото,,450.0,0.0,False,Трилери,2025-05-02,0.0
Островот на пеликаните,,400.0,0.0,False,Трилери,2025-05-02,0.0
Девојката во огледалото,,399.0,0.0,False,Трилери,2025-05-02,0.0
Затоа што те љубам,,240.0,0.0,False,Трилери,2025-05-02,0.0
Спаси ме,,240.0,0.0,False,Трилери,2025-05-02,0.0
Што би правел јас без тебе,,240.0,0.0,False,Трилери,2025-05-02,0.0
A потоа,,240.0,0.0,False,Трилери,2025-05-02,0.0
Животот е роман,,240.0,0.0,False,Трилери,2025-05-02,0.0
Не ми е страв,,250.0,0.0,False,Трилери,2025-05-02,0.0
Случајот Чернобог,,400.0,0.0,False,Трилери,2025-05-02,0.0
Сеништето,,500.0,0.0,False,Трилери,2025-05-02,0.0
Крцкање на скалите,,400.0,0.0,False,Трилери,2025-05-02,0.0
Градот и градот,,400.0,0.0,False,Трилери,2025-05-02,0.0
И не биди млад мајмун,,180.0,0.0,False,Трилери,2025-05-02,0.0
Одбивна среќа,,300.0,0.0,False,Трилери,2025-05-02,0.0
Свекрва,,400.0,0.0,False,Трилери,2025-05-02,0.0
Сфинга на гневот,,350.0,0.0,False,Трилери,2025-05-02,0.0
Кога никој не гледа,,500.0,0.0,False,Трилери,2025-05-02,0.0
Малибу во пламен,,480.0,0.0,False,Трилери,2025-05-02,0.0
Затворениот ковчег,,400.0,0.0,False,Трилери,2025-05-02,0.0
Човек од костени,,500.0,0.0,False,Трилери,2025-05-02,0.0
Стапица,,299.0,0.0,False,Трилери,2025-05-02,0.0
Враќањето на Шерлок Холмс,,400.0,0.0,False,Трилери,2025-05-02,0.0
Бегај,,450.0,0.0,False,Трилери,2025-05-02,0.0
Одмаздата на богомолката,,350.0,0.0,False,Трилери,2025-05-02,0.0
Доктор Сон,,500.0,0.0,False,Трилери,2025-05-02,0.0
Што направи?!,,390.0,0.0,False,Трилери,2025-05-02,0.0
Девојката од хартија,,240.0,0.0,False,Трилери,2025-05-02,0.0
ЧОВЕКОТ ОД КРЕДА,,420.0,0.0,False,Трилери,2025-05-02,0.0
Ако не постои утре,,240.0,0.0,False,Трилери,2025-05-02,0.0
СТАКЛЕНИТЕ ДЕЦА,,350.0,0.0,False,Трилери,2025-05-02,0.0
КНИГА ЗА ГРОБИШТАТА,,400.0,0.0,False,Трилери,2025-05-02,0.0
ТИВКАТА ЖЕНА,,450.0,0.0,False,Трилери,2025-05-02,0.0
СУДЕЊЕ,,450.0,0.0,False,Трилери,2025-05-02,0.0
СОВЕТИ ЗА ПРЕЖИВУВАЊЕ,,500.0,0.0,False,Трилери,2025-05-02,0.0
НЕБЕСНИ ТЕЛА,,790.0,0.0,False,Трилери,2025-05-02,0.0
ДЕВОЈКАТА ШТО САКАШЕ ОДМАЗДА,,500.0,0.0,False,Трилери,2025-05-02,0.0
ДЕВОЈКАТА ВО ПАЈАКОВА МРЕЖА,,500.0,0.0,False,Трилери,2025-05-02,0.0
ГРОБНА ТИШИНА,,380.0,0.0,False,Трилери,2025-05-02,0.0
ГОДИНИТЕ КОГА НАУЧИВ ДА ЛЕТАМ,,350.0,0.0,False,Трилери,2025-05-02,0.0
Во шумата,,450.0,0.0,False,Трилери,2025-05-02,0.0
Лов на тигар,,450.0,0.0,False,Трилери,2025-05-02,0.0
Двојката од соседството,,400.0,0.0,False,Трилери,2025-05-02,0.0
Несаканиот гостин,,400.0,0.0,False,Трилери,2025-05-02,0.0
Таен сведок,,450.0,0.0,False,Трилери,2025-05-02,0.0
Островот Камино,,420.0,0.0,False,Трилери,2025-05-02,0.0
Трагачот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Мојата прекрасна сопруга,,430.0,0.0,False,Трилери,2025-05-02,0.0
Тој почна сè,,450.0,0.0,False,Трилери,2025-05-02,0.0
Подарокот,,450.0,0.0,False,Трилери,2025-05-02,0.0
Наследство на шпионите,,420.0,0.0,False,Трилери,2025-05-02,0.0
Претседателот исчезна,,420.0,0.0,False,Трилери,2025-05-02,0.0
"И тогаш, таа исчезна…",,490.0,0.0,False,Трилери,2025-05-02,0.0
Рандеву,,420.0,0.0,False,Трилери,2025-05-02,0.0
Некој што го знаеме,,450.0,0.0,False,Трилери,2025-05-02,0.0
Тркачот,,390.0,0.0,False,Трилери,2025-05-02,0.0
Ангелски повик,,240.0,0.0,False,Трилери,2025-05-02,0.0
"Чук, чук",,500.0,0.0,False,Трилери,2025-05-02,0.0
Невидливиот чувар,,400.0,0.0,False,Трилери,2025-05-02,0.0
"Во една мрачна, мрачна шума",,270.0,0.0,False,Трилери,2025-05-02,0.0
Зад нејзините очи,,490.0,0.0,False,Трилери,2025-05-02,0.0
АНА,,350.0,0.0,False,Трилери,2025-05-02,0.0
Минхен,,390.0,0.0,False,Трилери,2025-05-02,0.0
Во еден момент,,240.0,0.0,False,Трилери,2025-05-02,0.0
Убиството на теренот за голф,,290.0,0.0,False,Трилери,2025-05-02,0.0
Без излез,,270.0,0.0,False,Трилери,2025-05-02,0.0
Не си сама,,420.0,0.0,False,Трилери,2025-05-02,0.0
Анонимна девојка,,500.0,0.0,False,Трилери,2025-05-02,0.0
УБИСТВА СО МОНОГРАМ,,400.0,0.0,False,Трилери,2025-05-02,0.0
ЗАВЕТОТ НА КОСКИТЕ,,500.0,0.0,False,Трилери,2025-05-02,0.0
ДЕВОЈКАТА СО ТЕТОВАЖА НА ЗМЕЈ,,500.0,0.0,False,Трилери,2025-05-02,0.0
Без сон: шест смртоносни раскази,,300.0,0.0,False,Трилери,2025-05-02,0.0
ВО СЕНКАТА НА ЗЛОСТОРОТ,,300.0,0.0,False,Трилери,2025-05-02,0.0
ДЕВОЈКАТА ШТО ТРЕБАШЕ ДА УМРЕ,,500.0,0.0,False,Трилери,2025-05-02,0.0
13,,450.0,0.0,False,Трилери,2025-05-02,0.0
Централ Парк,,240.0,0.0,False,Трилери,2025-05-02,0.0
ВИКЕНДИЧКА СО БАЗЕН,,400.0,0.0,False,Трилери,2025-05-02,0.0
Апартман во Париз,,240.0,0.0,False,Трилери,2025-05-02,0.0
ПРЕКРАСНА КАТАСТРОФА,,450.0,0.0,False,Трилери,2025-05-02,0.0
ПОЛИЦИЈА,,500.0,0.0,False,Трилери,2025-05-02,0.0
Девојката и ноќта – (мал формат),,240.0,0.0,False,Трилери,2025-05-02,0.0
Игра на лагите,,399.0,0.0,False,Трилери,2025-05-02,0.0
Сјаење,,500.0,0.0,False,Трилери,2025-05-02,0.0
Седум години подоцна,,240.0,0.0,False,Трилери,2025-05-02,0.0
Девојката од Бруклин,,240.0,0.0,False,Трилери,2025-05-02,0.0
Колку покрваво,,570.0,0.0,False,Трилери,2025-05-02,0.0
Речиси нормално семејство,,500.0,0.0,False,Трилери,2025-05-02,0.0
Синџирот,,500.0,0.0,False,Трилери,2025-05-02,0.0
Списокот со гости,,450.0,0.0,False,Трилери,2025-05-02,0.0
Златната топка и други раскази,,380.0,0.0,False,Трилери,2025-05-02,0.0
И не остана ниту еден,,380.0,0.0,False,Трилери,2025-05-02,0.0
Во 16.50 од станицата Падингтон,,380.0,0.0,False,Трилери,2025-05-02,0.0
Мртво тело во библиотеката,,380.0,0.0,False,Трилери,2025-05-02,0.0
Завеса : Последниот случај на Поаро,,380.0,0.0,False,Трилери,2025-05-02,0.0
По погребот,,380.0,0.0,False,Трилери,2025-05-02,0.0
Зло под Сонцето,,380.0,0.0,False,Трилери,2025-05-02,0.0
Смрт на Нил,,380.0,0.0,False,Трилери,2025-05-02,0.0
Убиство во Ориент Експрес,,380.0,0.0,False,Трилери,2025-05-02,0.0
Лорд Еџвер е мртов,,380.0,0.0,False,Трилери,2025-05-02,0.0
Убиството на Роџер Акројд,,380.0,0.0,False,Трилери,2025-05-02,0.0
Мистериозниот случај во Стајлс,,380.0,0.0,False,Трилери,2025-05-02,0.0
Еден од нас е следен,,450.0,0.0,False,Трилери,2025-05-02,0.0
Мали тајни,,400.0,0.0,False,Трилери,2025-05-02,0.0
Срца од цимет,,400.0,0.0,False,Трилери,2025-05-02,0.0
Бувот лови само ноќе,,450.0,0.0,False,Трилери,2025-05-02,0.0
Ослободување #3 Детската куќа,,400.0,0.0,False,Трилери,2025-05-02,0.0
Патувам сама,,450.0,0.0,False,Трилери,2025-05-02,0.0
Жед,,500.0,0.0,False,Трилери,2025-05-02,0.0
Нож,,500.0,0.0,False,Трилери,2025-05-02,0.0
Порака во шише,,500.0,0.0,False,Трилери,2025-05-02,0.0
Ловци на фазани,,450.0,0.0,False,Трилери,2025-05-02,0.0
Совршената дадилка,,300.0,0.0,False,Трилери,2025-05-02,0.0
Со затворени очи,,350.0,0.0,False,Трилери,2025-05-02,0.0
Имприматур,,700.0,0.0,False,Трилери,2025-05-02,0.0
Жената во кафезот,,450.0,0.0,False,Трилери,2025-05-02,0.0
ДНК #1 Детската куќа,,450.0,0.0,False,Трилери,2025-05-02,0.0
Мртва ладна,,350.0,0.0,False,Трилери,2025-05-02,0.0
Жената од кабината бр. 10,,270.0,0.0,False,Трилери,2025-05-02,0.0
Изгубената девојка,,270.0,0.0,False,Трилери,2025-05-02,0.0
Сè што никогаш не ти кажав,,270.0,0.0,False,Трилери,2025-05-02,0.0
Мали огнови насекаде,,270.0,0.0,False,Трилери,2025-05-02,0.0
Девојката и ноќта,,270.0,0.0,False,Трилери,2025-05-02,0.0
До кога само лоши вести?,,400.0,0.0,False,Трилери,2025-05-02,0.0
Поранешниот ти,,480.0,0.0,False,Трилери,2025-05-02,0.0
Транскрипција,,430.0,0.0,False,Трилери,2025-05-02,0.0
Морам да знам,,420.0,0.0,False,Трилери,2025-05-02,0.0
Варшавскиот протокол,,550.0,0.0,False,Трилери,2025-05-02,0.0
Натерај ме,,420.0,0.0,False,Трилери,2025-05-02,0.0
